REPORT_NUM,IYEAR,SIGNIFICAN,CAUSE,latitude,longitude,ONSHORE_ST,TOTAL_COST,PIPE_DIAME,MATERIAL_I,INSTALLATI,SYSTEM_PAR,HubDist,eq_count,eq_max_mag,eq_avg_depth,pipe_type
20180225,2018,NO,EQUIPMENT FAILURE,35.843945,-98.243177,OK,5798,,CARBON STEEL,2018,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",117658.91160082938,2068,5.0,5.341645067698259,hazardous_liquid
20150032,2015,NO,NATURAL FORCE DAMAGE,33.3949,-91.0185,MS,25187,,CARBON STEEL,1966,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,687534.8379030565,41,4.1,4.865317073170732,gas
20110314,2011,NO,EQUIPMENT FAILURE,30.5471,-91.1703,LA,6140,,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,812513.5079334744,0,0.0,0.0,hazardous_liquid
20170251,2017,YES,EXCAVATION DAMAGE,29.32114,-89.78005,LA,475040,12.75,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1001830.3800863903,0,0.0,0.0,hazardous_liquid
20210021,2020,YES,EQUIPMENT FAILURE,35.308966,-94.393035,AR,1347000,,MATERIAL OTHER THAN CARBON STEEL,2016,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,362322.3378192899,1915,5.7,5.30116501305483,hazardous_liquid
20150057,2015,NO,EQUIPMENT FAILURE,39.849005,-75.502586,PA,28075,,MATERIAL OTHER THAN CARBON STEEL,2012,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,2093662.3935072883,78,3.9,8.06423076923077,hazardous_liquid
20160138,2016,YES,MATERIAL FAILURE OF PIPE OR WELD,33.6594,-85.4649,AL,1776600,36.0,CARBON STEEL,1961,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1187804.0437364734,1915,5.7,5.30116501305483,hazardous_liquid
20250109,2025,YES,EQUIPMENT FAILURE,33.6480254,-85.51422403,AL,149437,,CARBON STEEL,1967,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1183492.039116053,1915,5.7,5.30116501305483,hazardous_liquid
20170363,2017,NO,EQUIPMENT FAILURE,37.332321,-120.574568,CA,3217,,MATERIAL OTHER THAN CARBON STEEL,1984,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,50715.41912567903,616,6.02,8.77463474025974,hazardous_liquid
20150355,2015,YES,OTHER OUTSIDE FORCE DAMAGE,40.010475,-92.567084,MO,103770,8.0,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",776657.0620234492,3,3.2,14.783333333333333,hazardous_liquid
20250129,2025,YES,CORROSION FAILURE,29.46676,-89.0501,,418297,16.0,CARBON STEEL,1969,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",1048277.3622861363,1,3.0,0.4,gas
20180316,2018,NO,EQUIPMENT FAILURE,29.901161,-94.004656,TX,5837,,CARBON STEEL,2009,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,669355.6139795146,20,3.3,4.765,hazardous_liquid
20210084,2021,YES,EQUIPMENT FAILURE,41.85353319,-78.00097537,PA,303063,,CARBON STEEL,2006,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1938215.040459681,4,3.2,6.05,gas
20150015,2015,NO,EQUIPMENT FAILURE,35.160338,-118.80415,CA,19000,,CARBON STEEL,2014,"ONSHORE PIPELINE, INCLUDING VALVE SITES",802.9393584332352,79,3.82,8.41718987341772,gas
20180330,2018,NO,NATURAL FORCE DAMAGE,27.82775,-97.19518,TX,10907,,CARBON STEEL,1981,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",603631.7591784889,1,3.9,5.0,hazardous_liquid
20200111,2020,NO,CORROSION FAILURE,35.05453,-119.31498,CA,33950,24.0,CARBON STEEL,1990,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,10978.36282725917,314,4.8,9.119977707006369,hazardous_liquid
20120156,2012,NO,INCORRECT OPERATION,27.83125,-97.51745,TX,9140,,MATERIAL OTHER THAN CARBON STEEL,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,573207.1597466641,1,3.9,5.0,hazardous_liquid
20190147,2019,NO,EQUIPMENT FAILURE,33.96455,-104.58069,NM,373,,CARBON STEEL,2015,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,165819.38917753898,0,0.0,0.0,hazardous_liquid
20240112,2024,YES,CORROSION FAILURE,32.373976,-93.341737,LA,146099,8.0,CARBON STEEL,1966,"ONSHORE PIPELINE, INCLUDING VALVE SITES",528247.4816140274,19,3.2,6.777894736842105,gas
20230293,2023,NO,EQUIPMENT FAILURE,37.629156,-100.981269,KS,2340,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,72146.41729308861,0,0.0,0.0,hazardous_liquid
20250231,2025,NO,OTHER ACCIDENT CAUSE,34.8978333,-97.7581944,OK,25800,8.0,CARBON STEEL,2015,"ONSHORE PIPELINE, INCLUDING VALVE SITES",53297.79621331113,3299,5.8,5.651424067899363,hazardous_liquid
20100155,2010,NO,CORROSION FAILURE,32.53275,-100.82947,TX,22412,,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,323600.21266936045,3,2.8,5.583333333333333,hazardous_liquid
20160036,2016,NO,CORROSION FAILURE,35.94498,-96.74822,OK,20511,30.0,CARBON STEEL,1976,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,196097.6184774313,1915,5.7,5.30116501305483,hazardous_liquid
20170054,2017,YES,EQUIPMENT FAILURE,28.9208333,-93.0316666,,182700,,CARBON STEEL,1978,"OFFSHORE PLATFORM, INCLUDING PLATFORM-MOUNTED EQUIPMENT AND PIPING",812821.0837732641,0,0.0,0.0,gas
20170159,2017,YES,CORROSION FAILURE,28.526011,-99.223482,TX,142000,36.0,CARBON STEEL,2015,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,391083.4920786125,2,2.6,8.375,hazardous_liquid
20110370,2011,YES,OTHER ACCIDENT CAUSE,29.26536,-88.77223,,2000010,10.625,CARBON STEEL,1971,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",1083233.409816371,0,0.0,0.0,hazardous_liquid
20200331,2020,NO,EXCAVATION DAMAGE,42.8288595,-96.4060063,IA,45000,6.0,CARBON STEEL,1941,"ONSHORE PIPELINE, INCLUDING VALVE SITES",696243.0633784328,14,3.3,4.692142857142857,hazardous_liquid
20230250,2023,NO,INCORRECT OPERATION,31.88904914,-103.9569153,TX,25900,,MATERIAL OTHER THAN CARBON STEEL,2016,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,85679.14115226406,289,3.9,5.003940138408304,hazardous_liquid
20150020,2015,NO,EQUIPMENT FAILURE,31.326623,-90.044664,MS,26850,,CARBON STEEL,2014,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,857259.4771204186,116,3.4,6.249801724137931,gas
20210215,2021,NO,EQUIPMENT FAILURE,40.519369,-75.53421,PA,15816,,MATERIAL OTHER THAN CARBON STEEL,2021,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,2103361.3577432344,78,3.9,8.06423076923077,hazardous_liquid
20250074,2025,YES,CORROSION FAILURE,42.06016,-78.69097,NY,1340817,6.0,CARBON STEEL,1966,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1891092.2900392406,0,0.0,0.0,gas
20150024,2014,YES,EQUIPMENT FAILURE,29.73064,-95.20349,TX,69000,,CARBON STEEL,1955,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,624755.5948104053,20,3.3,4.765,hazardous_liquid
20160244,2016,YES,NATURAL FORCE DAMAGE,30.0142962,-91.1162737,LA,1000000,,CARBON STEEL,2015,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,853008.1834188139,0,0.0,0.0,hazardous_liquid
20150348,2015,YES,EQUIPMENT FAILURE,34.5401306,-97.5401306,OK,167700,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,72009.68137425833,1915,5.7,5.30116501305483,hazardous_liquid
20140020,2013,NO,EQUIPMENT FAILURE,29.787397,-94.40137,TX,478,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,658069.8953343913,20,3.3,4.765,hazardous_liquid
20170296,2017,NO,CORROSION FAILURE,34.886944,-106.228056,NM,26045,,MATERIAL OTHER THAN CARBON STEEL,1994,"ONSHORE PIPELINE, INCLUDING VALVE SITES",18692.704455936935,0,0.0,0.0,hazardous_liquid
20170163,2017,YES,EXCAVATION DAMAGE,33.72743,-101.87496,TX,124500,16.0,CARBON STEEL,1944,"ONSHORE PIPELINE, INCLUDING VALVE SITES",311814.86012088414,72,4.3,4.587083333333333,hazardous_liquid
20230078,2023,YES,EQUIPMENT FAILURE,29.894044,-94.230224,TX,125000,8.0,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",657415.4746893775,20,3.3,4.765,hazardous_liquid
20220194,2022,NO,EQUIPMENT FAILURE,42.94443,-106.44152,WY,12600,,MATERIAL OTHER THAN CARBON STEEL,2020,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,93422.5655505219,14,4.0,9.912857142857144,hazardous_liquid
20200053,2020,YES,EQUIPMENT FAILURE,34.064265,-117.363222,CA,100313,,CARBON STEEL,1960,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,2575.8288136862925,314,4.8,9.119977707006369,hazardous_liquid
20100240,2010,YES,EQUIPMENT FAILURE,33.41305,-102.44337,TX,64130,,MATERIAL OTHER THAN CARBON STEEL,2008,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",270523.1353891155,23,3.3,4.622173913043478,hazardous_liquid
20110046,2011,NO,EQUIPMENT FAILURE,41.55455,-87.88425,IL,5520,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1185781.964148059,3,3.2,14.783333333333333,hazardous_liquid
20120076,2012,NO,CORROSION FAILURE,44.759651,-93.035311,MN,3273,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1026615.6701409625,17,4.6,4.616470588235295,hazardous_liquid
20150437,2015,NO,MATERIAL FAILURE OF PIPE OR WELD,41.34767937,-110.82014826,WY,27580,6.0,CARBON STEEL,1980,"ONSHORE PIPELINE, INCLUDING VALVE SITES",6828.784770407713,42,3.51,6.634285714285714,hazardous_liquid
20140070,2014,NO,EQUIPMENT FAILURE,41.626855,-87.443384,IN,19026,,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1220260.1492078707,3,3.2,14.783333333333333,hazardous_liquid
20150115,2015,YES,CORROSION FAILURE,40.652383,-82.131645,OH,683901,,CARBON STEEL,1954,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",1567596.4068433624,228,4.4,5.585815789473684,gas
20100176,2010,NO,EQUIPMENT FAILURE,29.630232,-95.058734,TX,1294,,MATERIAL OTHER THAN CARBON STEEL,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",641072.2073338669,20,3.3,4.765,hazardous_liquid
20140220,2014,NO,EQUIPMENT FAILURE,32.960694,-102.617915,TX,4050,,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,244567.4488122464,22,3.1,5.085909090909091,hazardous_liquid
20240095,2024,YES,EQUIPMENT FAILURE,37.889839,-83.861828,KY,1200215,,CARBON STEEL,1968,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1341949.234523764,106,4.4,5.922216981132076,gas
20150299,2015,YES,INCORRECT OPERATION,37.057847,-98.965883,KS,3350,,MATERIAL OTHER THAN CARBON STEEL,2015,"ONSHORE PIPELINE, INCLUDING VALVE SITES",119370.42657464622,33,4.0,4.0224242424242425,hazardous_liquid
20210054,2021,YES,CORROSION FAILURE,35.0764469,-119.3883459,CA,233400,8.625,CARBON STEEL,1972,"ONSHORE PIPELINE, INCLUDING VALVE SITES",10506.43599225416,302,4.54,10.610877483443709,hazardous_liquid
20180139,2018,YES,INCORRECT OPERATION,29.59964622,-95.19416813,TX,1100,,CARBON STEEL,2012,"ONSHORE PIPELINE, INCLUDING VALVE SITES",638129.0958920413,1,2.9,3.12,hazardous_liquid
20130055,2013,NO,INCORRECT OPERATION,38.205021,-85.84991,KY,2440,,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1179846.9716389487,1915,5.7,5.30116501305483,hazardous_liquid
20190042,2019,YES,NATURAL FORCE DAMAGE,42.348676,-94.040829,IA,252600,,CARBON STEEL,1956,"ONSHORE PIPELINE, INCLUDING VALVE SITES",773065.1918281021,0,0.0,0.0,gas
20150156,2015,NO,EQUIPMENT FAILURE,36.774347,-97.756557,OK,1690,,MATERIAL OTHER THAN CARBON STEEL,2013,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,229143.27150705003,2068,5.0,5.341645067698259,hazardous_liquid
20200223,2020,NO,EQUIPMENT FAILURE,40.511987,-74.292833,NJ,9379,,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,2206861.497296957,78,3.9,8.06423076923077,hazardous_liquid
20120144,2012,NO,INCORRECT OPERATION,33.80197,-118.23844,CA,15000,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,8193.508977466465,314,4.8,9.119977707006369,hazardous_liquid
20200089,2020,YES,EQUIPMENT FAILURE,32.98902554,-89.5509368,MS,123183,,CARBON STEEL,1969,"ONSHORE PIPELINE, INCLUDING VALVE SITES",831375.7043810873,65,3.6,5.786723076923077,gas
20210336,2021,NO,CORROSION FAILURE,32.005472,-102.04086,TX,9050,,CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,271482.0537643417,124,4.8,5.362785483870968,hazardous_liquid
20180126,2018,NO,EQUIPMENT FAILURE,29.7187,-95.1638,TX,15117,,CARBON STEEL,UNKNOWN,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",627684.161719766,20,3.3,4.765,hazardous_liquid
20140048,2014,YES,INCORRECT OPERATION,33.800211,-118.255721,CA,66092,,MATERIAL OTHER THAN CARBON STEEL,1966,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,9048.960350406536,314,4.8,9.119977707006369,hazardous_liquid
20240001,2023,NO,EQUIPMENT FAILURE,34.41109,-100.282644,TX,3800,,CARBON STEEL,UNKNOWN,ONSHORE EQUIPMENT AND PIPING ASSOCIATED WITH BELOWGROUND STORAGE,146652.68450611463,3,2.8,5.583333333333333,hazardous_liquid
20140022,2014,YES,CORROSION FAILURE,35.5291888,-119.807777,CA,223357,16.0,CARBON STEEL,1988,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,17913.79924128015,104,4.29,11.698759615384615,hazardous_liquid
20150409,2015,NO,OTHER ACCIDENT CAUSE,28.951204,-95.433627,TX,16200,,CARBON STEEL,1975,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",694047.1094353087,1,2.9,3.12,hazardous_liquid
20160073,2016,YES,INCORRECT OPERATION,42.809207,-82.864825,MI,56218,,CARBON STEEL,1995,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1610407.8040285595,0,0.0,0.0,gas
20210283,2021,NO,CORROSION FAILURE,31.89607421,-102.5656095,TX,15120,18.0,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,209739.29342135592,289,3.9,5.003940138408304,hazardous_liquid
20140176,2014,NO,NATURAL FORCE DAMAGE,42.870358,-76.93538,NY,24250,,MATERIAL OTHER THAN CARBON STEEL,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,2056935.9425687443,1915,5.7,5.30116501305483,hazardous_liquid
20220052,2022,NO,INCORRECT OPERATION,30.39379287,-88.1848365,AL,27157,,CARBON STEEL,2022,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1062956.6455255793,0,0.0,0.0,gas
20140302,2014,NO,EQUIPMENT FAILURE,40.831354,-111.91978,UT,19150,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1572.7062051063174,42,3.51,6.634285714285714,hazardous_liquid
20220163,2022,YES,INCORRECT OPERATION,29.721793,-95.202653,TX,72000,,CARBON STEEL,2022,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,625666.2405912982,20,3.3,4.765,hazardous_liquid
20120372,2012,YES,CORROSION FAILURE,35.019374,-119.063134,CA,147000,,CARBON STEEL,1983,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,2374.3401129411363,302,4.54,10.610877483443709,hazardous_liquid
20140378,2014,YES,EQUIPMENT FAILURE,34.5530703,-97.403032,OK,10000,,MATERIAL OTHER THAN CARBON STEEL,2005,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",83863.18970393437,1915,5.7,5.30116501305483,hazardous_liquid
20210350,2021,YES,CORROSION FAILURE,70.25722,-148.4358,AK,210100,12.0,CARBON STEEL,2008,"ONSHORE PIPELINE, INCLUDING VALVE SITES",87782.44897356855,0,0.0,0.0,hazardous_liquid
20140329,2014,NO,EQUIPMENT FAILURE,30.30467,-92.82545,LA,30000,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,709296.1834683905,4,4.2,5.4375,hazardous_liquid
20110217,2011,YES,EQUIPMENT FAILURE,30.77929,-96.06167,TX,4468256,,CARBON STEEL,1921,"ONSHORE PIPELINE, INCLUDING VALVE SITES",484027.9399416086,46,4.3,4.765,hazardous_liquid
20120135,2012,NO,INCORRECT OPERATION,33.03138,-102.82777,TX,2912,,CARBON STEEL,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,231962.7931282634,22,3.1,5.085909090909091,hazardous_liquid
20130407,2013,NO,EQUIPMENT FAILURE,32.650565,-103.14003,NM,7300,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,185143.93122719708,22,3.1,5.085909090909091,hazardous_liquid
20170168,2017,YES,CORROSION FAILURE,31.03428,-89.44975,MS,68250,10.0,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,922559.9894650134,1915,5.7,5.30116501305483,hazardous_liquid
20160064,2016,YES,OTHER OUTSIDE FORCE DAMAGE,27.46773,-98.05015,TX,13842000,,CARBON STEEL,1964,"ONSHORE PIPELINE, INCLUDING VALVE SITES",537989.1871365352,0,0.0,0.0,gas
20210154,2021,NO,EQUIPMENT FAILURE,42.812771,-83.387771,MI,21129,,CARBON STEEL,2014,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1573312.0722918038,3,3.2,14.783333333333333,hazardous_liquid
20200263,2020,YES,MATERIAL FAILURE OF PIPE OR WELD,29.729889,-95.201295,TX,280010,36.0,CARBON STEEL,1954,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,624926.1994351128,20,3.3,4.765,hazardous_liquid
20110253,2011,YES,EQUIPMENT FAILURE,30.042343,-96.914558,TX,158100,,MATERIAL OTHER THAN CARBON STEEL,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",534160.0682386232,21,3.3,4.776190476190476,hazardous_liquid
20150097,2015,YES,EQUIPMENT FAILURE,32.08076,-103.17807,NM,130500,,CARBON STEEL,1947,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,160830.0349262938,289,3.9,5.003940138408304,hazardous_liquid
