REPORT_NUM,IYEAR,SIGNIFICAN,CAUSE,latitude,longitude,ONSHORE_ST,TOTAL_COST,PIPE_DIAME,MATERIAL_I,INSTALLATI,SYSTEM_PAR,HubDist,eq_count,eq_max_mag,eq_avg_depth,pipe_type
20220166,2022,NO,INCORRECT OPERATION,27.938536,-82.438057,FL,31401,,CARBON STEEL,1989,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1683168.5771766268,1,3.0,0.4,hazardous_liquid
20120082,2012,YES,EQUIPMENT FAILURE,30.26630836,-95.35229159,TX,901600,,MATERIAL OTHER THAN CARBON STEEL,2002,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,565516.9923012196,20,3.3,4.765,hazardous_liquid
20190372,2019,NO,INCORRECT OPERATION,35.941115,-96.746936,OK,1030,,CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,195885.6756590626,1915,5.7,5.30116501305483,hazardous_liquid
20250196,2025,YES,INCORRECT OPERATION,31.967744,-103.738853,TX,22850,,CARBON STEEL,2017,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,107863.89427952399,289,3.9,5.003940138408304,hazardous_liquid
20110034,2011,NO,EQUIPMENT FAILURE,28.27222,-98.28751,,2080,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,1988,"OFFSHORE PLATFORM, INCLUDING PLATFORM-MOUNTED EQUIPMENT AND PIPING",486884.97652800445,3,3.4,4.299566666666666,gas
20240195,2024,YES,CORROSION FAILURE,29.759136,-95.903791,TX,2694761,10.0,CARBON STEEL,1954,"ONSHORE PIPELINE, INCLUDING VALVE SITES",593916.9224843287,1,2.9,3.12,hazardous_liquid
20230055,2023,NO,EQUIPMENT FAILURE,32.028425,-90.142072,MS,8965,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,2007,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,814906.3956411908,1,2.76,11.8,gas
20140113,2014,NO,CORROSION FAILURE,37.462217,-86.225891,KY,48200,20.0,CARBON STEEL,1950,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1128133.2772738938,1915,5.7,5.30116501305483,hazardous_liquid
20210019,2021,NO,INCORRECT OPERATION,29.910874,-94.010014,TX,5012,,CARBON STEEL,2009,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,668180.4632880439,20,3.3,4.765,hazardous_liquid
20160054,2016,YES,EQUIPMENT FAILURE,28.17348888,-97.28321944,TX,1845,16.0,CARBON STEEL,2016,"ONSHORE PIPELINE, INCLUDING VALVE SITES",585177.2665301033,2,3.9,5.0,gas
20210271,2021,NO,CORROSION FAILURE,32.005497,-102.04456,TX,18000,8.0,CARBON STEEL,2012,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,271324.01045544783,124,4.8,5.362785483870968,hazardous_liquid
20140326,2014,NO,EQUIPMENT FAILURE,29.99447,-93.99172,TX,671,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,661760.0362533984,4,4.2,5.4375,hazardous_liquid
20180289,2018,NO,EQUIPMENT FAILURE,34.89906,-97.760908,OK,63600,,CARBON STEEL,2017,"ONSHORE PIPELINE, INCLUDING VALVE SITES",53120.36517264517,3299,5.8,5.651424067899363,hazardous_liquid
20130259,2013,YES,EQUIPMENT FAILURE,42.79375,-94.40176,IA,188903,,MATERIAL OTHER THAN CARBON STEEL,2011,"ONSHORE PIPELINE, INCLUDING VALVE SITES",788532.2061881594,17,4.6,4.616470588235295,hazardous_liquid
20150136,2015,NO,CORROSION FAILURE,37.99367,-86.06631,IN,70910,8.0,CARBON STEEL,1984,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",1155440.0210440864,106,4.4,5.922216981132076,gas
20130001,2012,YES,CORROSION FAILURE,38.50263611,-81.64485833,WV,4376218,20.0,CARBON STEEL,1967,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1545434.9208648244,0,0.0,0.0,gas
20130005,2012,NO,NATURAL FORCE DAMAGE,38.338614,-97.676694,KS,8450,,MATERIAL OTHER THAN CARBON STEEL,2011,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,255815.87120480815,3551,5.8,5.492065615319628,hazardous_liquid
20190076,2019,NO,EQUIPMENT FAILURE,38.822044,-90.078911,IL,8376,,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,863205.5917343963,1915,5.7,5.30116501305483,hazardous_liquid
20240162,2024,NO,INCORRECT OPERATION,33.035685,-96.200798,TX,5730,,CARBON STEEL,2024,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,268817.8538581385,1915,5.7,5.30116501305483,hazardous_liquid
20220044,2022,NO,EQUIPMENT FAILURE,30.125833,-93.402222,LA,20050,,CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,685983.9348017267,0,0.0,0.0,hazardous_liquid
20150311,2015,YES,EQUIPMENT FAILURE,28.510104,-99.223506,TX,480266,,CARBON STEEL,2014,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,391494.03028380283,289,3.9,5.003940138408304,hazardous_liquid
20250102,2025,NO,CORROSION FAILURE,29.75895,-96.148369,TX,90040,24.0,CARBON STEEL,2017,"ONSHORE PIPELINE, INCLUDING VALVE SITES",585584.0542737521,1,2.9,3.12,hazardous_liquid
20110004,2010,YES,EXCAVATION DAMAGE,47.03408,-103.09389,ND,474239,8.625,CARBON STEEL,1980,"ONSHORE PIPELINE, INCLUDING VALVE SITES",182610.25201791953,1,2.6,7.8,gas
20220070,2022,NO,INCORRECT OPERATION,31.742189,-97.075716,TX,6240,,MATERIAL OTHER THAN CARBON STEEL,2018,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,348728.2918910002,46,4.3,4.765,hazardous_liquid
20150444,2015,YES,CORROSION FAILURE,36.605085,-100.446363,OK,10000,4.5,CARBON STEEL,1968,"ONSHORE PIPELINE, INCLUDING VALVE SITES",79216.12254619449,33,4.0,4.0224242424242425,hazardous_liquid
20140355,2014,YES,MATERIAL FAILURE OF PIPE OR WELD,29.25694,-89.96583,LA,1250000,20.0,CARBON STEEL,1990,"ONSHORE PIPELINE, INCLUDING VALVE SITES",992357.0841235365,0,0.0,0.0,hazardous_liquid
20170074,2017,NO,EQUIPMENT FAILURE,32.319531,-96.98241,TX,40350,,MATERIAL OTHER THAN CARBON STEEL,2009,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,292334.77374928945,80,4.0,4.941625,hazardous_liquid
20130135,2013,NO,EQUIPMENT FAILURE,43.1407,-93.35381,IA,44421,,MATERIAL OTHER THAN CARBON STEEL,2007,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,875021.9113108561,17,4.6,4.616470588235295,hazardous_liquid
20200178,2020,NO,EQUIPMENT FAILURE,31.54891,-101.3646,TX,660,,MATERIAL OTHER THAN CARBON STEEL,2017,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,268466.82897192845,10,3.9,5.234640000000001,hazardous_liquid
20190246,2019,YES,EQUIPMENT FAILURE,40.583972,-74.211946,NJ,226587,,CARBON STEEL,1942,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",2214915.393087014,78,3.9,8.06423076923077,hazardous_liquid
20210290,2021,YES,EXCAVATION DAMAGE,27.754722,-97.535556,TX,453500,6.0,CARBON STEEL,1941,"ONSHORE PIPELINE, INCLUDING VALVE SITES",574148.4140919131,1,3.9,5.0,hazardous_liquid
20160340,2016,NO,EQUIPMENT FAILURE,30.84377614,-95.49514204,TX,7289,,CARBON STEEL,1973,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,503072.9804114721,46,4.3,4.765,hazardous_liquid
20160122,2016,NO,EQUIPMENT FAILURE,28.510104,-99.223506,TX,4472,,CARBON STEEL,2015,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,391494.03028380283,289,3.9,5.003940138408304,hazardous_liquid
20250274,2025,YES,MATERIAL FAILURE OF PIPE OR WELD,47.921862,-122.169225,WA,10207000,20.0,CARBON STEEL,1973,"ONSHORE PIPELINE, INCLUDING VALVE SITES",21359.7200680962,30,3.58,19.088633333333334,hazardous_liquid
20150473,2015,YES,EXCAVATION DAMAGE,34.263642,-119.042773,CA,2229556,10.0,CARBON STEEL,1941,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1889.3115257271943,314,4.8,9.119977707006369,hazardous_liquid
20140143,2013,YES,MATERIAL FAILURE OF PIPE OR WELD,30.620284,-92.254074,LA,158544,,CARBON STEEL,2013,"ONSHORE PIPELINE, INCLUDING VALVE SITES",725960.8239302692,0,0.0,0.0,gas
20150438,2015,YES,EXCAVATION DAMAGE,36.54928,-97.33609,OK,466625,6.0,CARBON STEEL,1957,"ONSHORE PIPELINE, INCLUDING VALVE SITES",221572.6583852397,2068,5.0,5.341645067698259,hazardous_liquid
20140019,2014,NO,OTHER INCIDENT CAUSE,29.064896,-98.174087,TX,17350,,CARBON STEEL,,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,483556.13157799916,31,4.8,5.297312903225807,gas
20160305,2016,NO,INCORRECT OPERATION,34.9175,-81.87417,SC,20000,,CARBON STEEL,1961,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1501000.5384506127,1915,5.7,5.30116501305483,hazardous_liquid
20220204,2022,YES,EQUIPMENT FAILURE,29.157002,-90.174509,LA,145800,,MATERIAL OTHER THAN CARBON STEEL,1998,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,984032.8344012768,0,0.0,0.0,hazardous_liquid
20140193,2014,YES,OTHER ACCIDENT CAUSE,30.010811,-94.056361,TX,0,24.0,CARBON STEEL,2000,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,656596.9241073647,0,0.0,0.0,hazardous_liquid
20190076,2018,NO,EXCAVATION DAMAGE,41.8105,-81.09456,OH,65725,20.0,CARBON STEEL,1969,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1694714.873495123,1,3.0,5.0,gas
20120225,2012,NO,CORROSION FAILURE,32.0729,-96.4767,TX,1137,,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,338364.34511069115,1915,5.7,5.30116501305483,hazardous_liquid
20140131,2014,NO,EQUIPMENT FAILURE,32.081667,-103.1811111,NM,44800,,CARBON STEEL,2007,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,160608.98319866418,289,3.9,5.003940138408304,hazardous_liquid
20250108,2025,NO,EQUIPMENT FAILURE,32.546323,-103.521132,NM,23680,,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,148293.4602085601,22,3.1,5.085909090909091,hazardous_liquid
20190047,2019,YES,EXCAVATION DAMAGE,25.666698,-80.318509,FL,262526,18.0,CARBON STEEL,1959,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1996148.1124833913,0,0.0,0.0,gas
20140187,2014,YES,EQUIPMENT FAILURE,32.080668,-103.178983,NM,165031,,CARBON STEEL,1947,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,160747.1665855223,289,3.9,5.003940138408304,hazardous_liquid
20230011,2023,NO,EQUIPMENT FAILURE,27.94194,-82.73361,FL,14955,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,UNKNOWN,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,1657945.9948213717,0,0.0,0.0,gas
20220112,2022,YES,INCORRECT OPERATION,36.655151,-98.359164,OK,172733,,CARBON STEEL,2012,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",199741.0982788823,2068,5.0,5.341645067698259,hazardous_liquid
20260082,2026,NO,OTHER ACCIDENT CAUSE,41.465724,-81.668782,OH,1315,,CARBON STEEL,2025,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1636022.3341780219,78,3.9,8.06423076923077,hazardous_liquid
20260011,2025,YES,INCORRECT OPERATION,31.94522,-101.91653,TX,121821,,CARBON STEEL,2025,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,271293.9046418942,124,4.8,5.362785483870968,hazardous_liquid
20150322,2015,YES,OTHER ACCIDENT CAUSE,39.32604,-87.89748,IL,0,,CARBON STEEL,1937,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",1056490.8904310022,3,3.3,8.93,hazardous_liquid
20110272,2011,YES,MATERIAL FAILURE OF PIPE OR WELD,38.28588,-95.00712,KS,329750,12.75,CARBON STEEL,1950,"ONSHORE PIPELINE, INCLUDING VALVE SITES",494155.1280095105,2068,5.0,5.341645067698259,hazardous_liquid
20180103,2018,NO,EQUIPMENT FAILURE,38.8467,-79.3763,WV,12151,,CARBON STEEL,UNKNOWN,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1746476.6761145003,5,2.8,10.234,gas
20190199,2019,YES,EQUIPMENT FAILURE,29.34572,-100.562198,TX,2270,,MATERIAL OTHER THAN CARBON STEEL,2018,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,250393.9010312372,124,4.8,5.362785483870968,hazardous_liquid
20160123,2016,YES,EQUIPMENT FAILURE,40.265185,-80.259891,PA,30219,,CARBON STEEL,2013,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1706045.5207768402,78,3.9,8.06423076923077,hazardous_liquid
20170419,2017,NO,EQUIPMENT FAILURE,32.021719,-102.016295,TX,16000,,CARBON STEEL,2017,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,274151.71955195366,124,4.8,5.362785483870968,hazardous_liquid
20220102,2022,YES,EQUIPMENT FAILURE,41.899867,-77.914778,PA,317586,,CARBON STEEL,2020,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1946585.8574439287,4,3.2,6.05,gas
20110011,2010,NO,EQUIPMENT FAILURE,42.1514,-83.163,MI,9514,,CARBON STEEL,1958,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1554505.4969678426,3,3.3,8.93,hazardous_liquid
20110445,2011,YES,INCORRECT OPERATION,25.964238,-97.381096,TX,87130,,CARBON STEEL,2007,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",677075.5393713468,1,3.9,5.0,hazardous_liquid
20220067,2022,YES,CORROSION FAILURE,31.786444,-103.061385,TX,514153,10.0,CARBON STEEL,2010,"ONSHORE PIPELINE, INCLUDING VALVE SITES",161311.49647655597,282,3.8,4.921461347517731,gas
20210311,2021,YES,EQUIPMENT FAILURE,31.44569,-102.47866,TX,6282,,CARBON STEEL,2011,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,197485.00966766628,289,3.9,5.003940138408304,hazardous_liquid
20180302,2018,NO,EQUIPMENT FAILURE,29.3465,-94.9376,TX,750,,CARBON STEEL,2018,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",674401.0094936362,1,2.9,3.12,hazardous_liquid
20140051,2014,YES,INCORRECT OPERATION,39.7859444,-84.1620056,OH,0,,CARBON STEEL,1939,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",1372437.5246461707,78,3.9,8.06423076923077,hazardous_liquid
20190101,2019,NO,EXCAVATION DAMAGE,27.69821,-97.97083,TX,47300,8.625,CARBON STEEL,1964,"ONSHORE PIPELINE, INCLUDING VALVE SITES",535765.9841762909,1,3.9,5.0,gas
20120101,2012,YES,EQUIPMENT FAILURE,42.208323,-83.968424,MI,121778,,CARBON STEEL,2003,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1498746.8172260493,0,0.0,0.0,gas
20180037,2018,YES,CORROSION FAILURE,35.957955,-96.724606,OK,156325,12.0,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,198633.22998347858,1915,5.7,5.30116501305483,hazardous_liquid
20190356,2019,NO,NATURAL FORCE DAMAGE,32.22476,-104.133393,NM,5670,,CARBON STEEL,2019,"ONSHORE PIPELINE, INCLUDING VALVE SITES",80551.27644070656,289,3.9,5.003940138408304,hazardous_liquid
20250076,2025,YES,EQUIPMENT FAILURE,44.647,-91.0213,WI,33702,,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1126024.1283115451,17,4.6,4.616470588235295,hazardous_liquid
20110125,2011,NO,EQUIPMENT FAILURE,35.95885,-96.75655,OK,7500,,,,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",197197.10239961388,2068,5.0,5.341645067698259,hazardous_liquid
20140084,2014,YES,EQUIPMENT FAILURE,36.6093,-98.51248,OK,15220,,CARBON STEEL,1994,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,189594.40414820716,2068,5.0,5.341645067698259,hazardous_liquid
20230193,2023,NO,INCORRECT OPERATION,45.565061,-122.742638,OR,81056,,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,4215.764669933914,30,3.58,19.088633333333334,hazardous_liquid
20110155,2010,YES,INCORRECT OPERATION,41.184974,-110.410612,WY,4000000,6.58,CARBON STEEL,1968,"ONSHORE PIPELINE, INCLUDING VALVE SITES",14009.226570687184,42,3.51,6.634285714285714,hazardous_liquid
20170178,2017,NO,EQUIPMENT FAILURE,35.40317,-89.52819,TN,21724,,CARBON STEEL,2016,"ONSHORE PIPELINE, INCLUDING VALVE SITES",803248.0550797846,1915,5.7,5.30116501305483,hazardous_liquid
20170146,2017,NO,EQUIPMENT FAILURE,44.77905,-98.45882,SD,7603,,CARBON STEEL,2016,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,616263.4746484044,0,0.0,0.0,hazardous_liquid
20220087,2022,YES,CORROSION FAILURE,28.248333,-91.693333,,714517,8.625,CARBON STEEL,1973,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",952208.3957738198,0,0.0,0.0,gas
20120202,2012,YES,CORROSION FAILURE,37.7958,-96.72309,KS,43720,6.625,CARBON STEEL,1954,"ONSHORE PIPELINE, INCLUDING VALVE SITES",369562.7954015328,2068,5.0,5.341645067698259,hazardous_liquid
20250060,2025,NO,EQUIPMENT FAILURE,31.119566,-101.567845,TX,4653,,CARBON STEEL,UNKNOWN,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,222045.61718987825,1,2.9,3.12,gas
20130155,2013,NO,EQUIPMENT FAILURE,29.81987246,-95.15331796,TX,22150,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,618206.0873400278,20,3.3,4.765,hazardous_liquid
20140361,2014,NO,INCORRECT OPERATION,29.760156,-96.148478,TX,1700,,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,585454.6184478583,1,2.9,3.12,hazardous_liquid
20180202,2017,NO,CORROSION FAILURE,32.00539,-102.04479,TX,68273,,CARBON STEEL,2011,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,271303.5010746519,124,4.8,5.362785483870968,hazardous_liquid
20150221,2015,NO,EQUIPMENT FAILURE,30.44471,-92.29098,LA,15000,,MATERIAL OTHER THAN CARBON STEEL,1979,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,736044.1838501907,4,4.2,5.4375,hazardous_liquid
20190016,2019,NO,MATERIAL FAILURE OF PIPE OR WELD,40.42876,-96.218113,NE,48000,6.625,CARBON STEEL,1932,"ONSHORE PIPELINE, INCLUDING VALVE SITES",493990.508870823,1,2.8,5.0,gas
20250153,2025,YES,OTHER OUTSIDE FORCE DAMAGE,29.732283,-95.199113,TX,161801,,CARBON STEEL,2005,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",624785.7435706919,20,3.3,4.765,hazardous_liquid
20180025,2017,NO,EQUIPMENT FAILURE,36.805299,-101.287597,OK,1360,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,105861.41934934765,0,0.0,0.0,hazardous_liquid
20100270,2010,NO,EQUIPMENT FAILURE,29.4745,-95.1642,TX,4000,,MATERIAL OTHER THAN CARBON STEEL,2008,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,651851.1260224924,1,2.9,3.12,hazardous_liquid
20120103,2012,NO,MATERIAL FAILURE OF PIPE OR WELD,45.010556,-108.913889,MT,4550,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,99318.11147989928,14,4.0,9.912857142857144,hazardous_liquid
20250110,2025,NO,EQUIPMENT FAILURE,30.003982,-93.989769,TX,7500,,CARBON STEEL,2011,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",661026.3897708715,4,4.2,5.4375,hazardous_liquid
20130302,2013,NO,CORROSION FAILURE,30.02448,-94.79471,TX,6553,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",615598.5082989045,20,3.3,4.765,hazardous_liquid
20110087,2011,NO,EQUIPMENT FAILURE,47.55403,-111.28258,MT,10770,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,95119.26401492661,6,3.1,6.461666666666667,hazardous_liquid
20110012,2010,YES,CORROSION FAILURE,36.93117,-95.90781,OK,456240,8.625,CARBON STEEL,1973,"ONSHORE PIPELINE, INCLUDING VALVE SITES",327694.65460444224,2068,5.0,5.341645067698259,hazardous_liquid
20110396,2011,NO,CORROSION FAILURE,36.8053,-101.2876,OK,6080,10.75,CARBON STEEL,1973,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,105861.58789805225,0,0.0,0.0,hazardous_liquid
20210104,2021,NO,EQUIPMENT FAILURE,31.673967,-103.755979,TX,1724,,CARBON STEEL,2018,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,94338.64266814987,289,3.9,5.003940138408304,hazardous_liquid
20180121,2018,NO,INCORRECT OPERATION,31.97784,-103.66366,TX,6053,,CARBON STEEL,2017,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,114616.32651182754,289,3.9,5.003940138408304,hazardous_liquid
20170376,2017,YES,OTHER ACCIDENT CAUSE,38.87624,-96.96307,KS,0,,CARBON STEEL,1981,"ONSHORE PIPELINE, INCLUDING VALVE SITES",338737.31713257055,3551,5.8,5.492065615319628,hazardous_liquid
20100024,2010,YES,EXCAVATION DAMAGE,34.92765,-91.05315,AR,161780,4.0,CARBON STEEL,1959,"ONSHORE PIPELINE, INCLUDING VALVE SITES",662951.2840179403,101,4.4,5.477089108910891,gas
20130235,2013,NO,INCORRECT OPERATION,30.83705,-95.17334,TX,4248,,CARBON STEEL,1953,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,520044.8946778114,0,0.0,0.0,hazardous_liquid
20240184,2024,NO,EQUIPMENT FAILURE,28.933762,-95.312535,TX,13100,,CARBON STEEL,1999,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,700373.1631295753,1,2.9,3.12,hazardous_liquid
20160081,2016,NO,EXCAVATION DAMAGE,29.86755,-95.20239,TX,47478,12.75,CARBON STEEL,1979,"ONSHORE PIPELINE, INCLUDING VALVE SITES",611321.6739692563,0,0.0,0.0,gas
20110027,2010,YES,CORROSION FAILURE,43.05284,-93.6389,IA,64515,6.625,CARBON STEEL,1968,"ONSHORE PIPELINE, INCLUDING VALVE SITES",851853.8046117759,17,4.6,4.616470588235295,hazardous_liquid
20170245,2017,NO,CORROSION FAILURE,38.584487,-90.189275,IL,96000,12.0,CARBON STEEL,1971,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,842101.4221104233,1915,5.7,5.30116501305483,hazardous_liquid
20200286,2020,NO,EQUIPMENT FAILURE,30.66894265,-97.85592033,TX,219,,CARBON STEEL,2016,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,451153.827057158,21,3.3,4.776190476190476,hazardous_liquid
20200097,2020,YES,NATURAL FORCE DAMAGE,32.56913888,-85.89597618,AL,3025,,MATERIAL OTHER THAN CARBON STEEL,2019,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1173932.073548027,1915,5.7,5.30116501305483,hazardous_liquid
20190029,2019,YES,EQUIPMENT FAILURE,41.615211,-91.408249,IA,261437,,CARBON STEEL,1998,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,899914.8092215336,3,3.2,14.783333333333333,hazardous_liquid
20160071,2016,YES,EQUIPMENT FAILURE,34.068056,-113.610556,AZ,80591,,CARBON STEEL,1993,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,91920.56812497857,0,0.0,0.0,gas
20120343,2012,YES,EQUIPMENT FAILURE,42.11445,-104.564875,WY,35000,,CARBON STEEL,2010,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,189655.69939244026,3,3.2,14.783333333333333,hazardous_liquid
20150196,2015,NO,EQUIPMENT FAILURE,29.88604163,-93.99349166,TX,3250,,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,671345.3593744878,20,3.3,4.765,hazardous_liquid
20170355,2017,YES,EXCAVATION DAMAGE,35.013658,-97.787268,OK,1063242,8.0,CARBON STEEL,2015,"ONSHORE PIPELINE, INCLUDING VALVE SITES",57188.52336406137,3299,5.8,5.651424067899363,hazardous_liquid
20250226,2025,NO,CORROSION FAILURE,28.9834,-91.866739,,98001,4.5,CARBON STEEL,1984,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",879443.4854963504,0,0.0,0.0,hazardous_liquid
20190122,2019,YES,CORROSION FAILURE,31.634409,-101.708221,TX,42050,30.0,CARBON STEEL,2014,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,253858.37951970063,10,3.9,5.234640000000001,hazardous_liquid
20170033,2017,YES,EQUIPMENT FAILURE,32.422576,-103.463796,NM,1822466,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,2006,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,146621.35493298105,123,4.1,5.370487804878049,gas
20230104,2023,YES,OTHER OUTSIDE FORCE DAMAGE,34.03203737,-118.43156733,CA,839944,16.0,CARBON STEEL,1992,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1276.4761133557147,302,4.54,10.610877483443709,hazardous_liquid
20190224,2019,NO,EQUIPMENT FAILURE,35.43513,-119.68239,CA,4419,,CARBON STEEL,2019,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,12608.680838853232,302,4.54,10.610877483443709,hazardous_liquid
20100229,2010,NO,INCORRECT OPERATION,32.7478,-98.9129,TX,237,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,227724.21442763435,4,2.8,5.7975,hazardous_liquid
20110310,2011,NO,EXCAVATION DAMAGE,33.91765556,-117.9154528,CA,49800,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",5153.015253784821,135,4.54,9.741703703703703,hazardous_liquid
20210237,2021,NO,EQUIPMENT FAILURE,31.970563,-102.028839,TX,3135,,CARBON STEEL,2019,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,268581.024930859,124,4.8,5.362785483870968,hazardous_liquid
20140163,2014,YES,EQUIPMENT FAILURE,32.47599,-94.71869,TX,116350,,MATERIAL OTHER THAN CARBON STEEL,2013,"ONSHORE PIPELINE, INCLUDING VALVE SITES",414595.52926527633,1,4.2,4.75,hazardous_liquid
